Jmag	Hmag	Ksmag	3.6mag	4.5mag	5.8mag	8.0mag	24mag	AKs	alpha	Cl
14.34	13.19	12.68	11.62	11.29	10.82	     	     	 0.52	     	II
15.70	13.89	13.07	12.47	12.27	11.92	11.53	 6.94	 1.27	-1.72	II
     	15.50	14.58	12.91	12.36	11.87	11.23	 8.47	 0.12	-0.91	II
14.18	13.18	12.56	11.66	11.37	11.02	     	     	 0.20	     	II
14.61	13.29	12.47	11.16	10.54	 9.98	 9.02	     	 0.50	-0.39	II
13.67	12.69	12.21	11.47	11.21	     	     	     	 0.29	     	II
     	     	14.24	12.63	11.92	11.36	10.64	 6.75	     	-0.57	II
13.96	13.03	12.64	11.79	11.39	     	     	     	 0.30	     	II
     	     	14.62	13.54	13.00	12.52	12.05	     	     	-1.13	II
12.89	11.62	10.95	10.18	 9.73	 9.39	 8.91	     	 0.55	-1.40	II
12.71	11.69	11.01	 9.79	 9.12	 8.49	 7.67	 4.11	 0.17	-0.40	II
14.16	12.78	12.09	11.58	11.04	     	     	     	 0.73	     	II
13.30	12.41	12.02	11.12	10.80	     	     	     	 0.22	     	II
     	     	     	13.64	12.98	12.18	11.29	     	     	-0.11	II
15.71	14.79	14.21	13.54	13.16	12.65	11.93	 8.86	 0.09	-0.96	II
13.53	12.55	12.01	11.05	10.65	 9.96	     	     	 0.24	     	II
15.29	14.13	13.51	12.68	12.15	11.66	11.11	 9.32	 0.45	-1.03	II
     	     	     	13.78	12.70	12.10	11.65	     	     	-0.45	II
 9.53	 8.20	 7.08	 5.79	 5.15	 4.45	 3.33	     	 0.25	-0.01	II
     	14.85	13.94	13.04	12.57	     	     	     	 0.40	     	II
     	     	     	13.91	13.42	12.98	12.33	     	     	-1.03	II
14.32	13.30	12.70	11.67	11.25	10.84	10.18	 7.24	 0.23	-1.13	II
12.61	11.80	11.49	11.04	10.73	10.38	 9.70	 7.63	 0.16	-1.30	II
15.08	14.34	13.95	13.36	13.05	12.48	     	     	 0.00	     	II
14.81	13.90	13.59	13.00	12.74	12.39	11.85	 9.43	 0.32	-1.50	II
16.03	15.30	14.93	14.23	13.89	13.59	12.98	     	 0.00	-1.42	II
15.01	13.34	12.59	11.57	11.03	10.41	 9.41	 4.98	 1.13	-0.35	II
     	14.86	14.06	13.29	13.06	12.73	12.29	     	 0.90	-1.66	II
14.96	13.99	13.39	12.25	11.73	11.21	10.27	 7.27	 0.15	-0.57	II
     	     	     	14.66	14.19	13.79	13.24	     	     	-1.21	II
15.88	14.96	14.39	13.47	13.04	12.52	11.78	 8.95	 0.09	-0.89	II
     	     	     	14.67	14.24	13.99	13.38	     	     	-1.39	II
13.94	12.89	12.30	11.59	11.29	11.02	10.31	 7.35	 0.28	-1.38	II
     	14.59	     	13.58	13.34	12.80	11.99	 9.47	     	-0.96	II
13.66	12.61	12.15	11.43	11.05	10.63	10.06	 7.83	 0.41	-1.25	II
14.88	13.65	13.08	12.40	12.15	11.83	10.87	 7.57	 0.60	-1.09	II
13.69	12.15	11.22	 9.83	 9.33	 8.92	 8.16	 4.72	 0.76	-0.94	II
13.75	12.36	11.74	11.73	11.60	11.32	10.42	 6.12	 0.79	-1.33	II*
     	     	14.46	13.96	12.60	11.42	10.24	 5.94	     	 1.42	I
     	     	     	10.59	 9.29	 8.36	 7.43	 3.31	     	 0.73	I
14.73	13.83	     	11.86	11.04	10.30	 9.20	     	     	 0.20	I
     	     	14.03	10.86	 9.20	 7.85	 6.82	 3.35	     	 1.77	I
15.39	12.41	10.46	 9.13	 8.23	 7.47	 6.28	 2.54	 2.11	 0.40	I
     	     	     	14.51	12.82	11.39	10.24	 4.36	     	 2.04	I
     	15.90	14.42	11.63	10.37	 9.51	 9.07	     	 0.00	 0.07	I
16.44	14.52	13.36	12.18	11.74	11.40	10.85	 8.35	 1.16	-1.33	II
13.74	12.68	12.15	11.63	11.30	10.79	10.24	 8.18	 0.37	-1.20	II
14.23	13.43	12.96	12.54	12.10	11.53	10.64	 8.23	 0.01	-0.64	II
12.45	11.36	10.72	 9.91	 9.37	 8.99	 8.39	 6.08	 0.32	-1.13	II
12.23	11.39	11.01	10.34	 9.94	 9.49	 8.40	     	 0.16	-0.61	II
14.22	13.38	12.93	12.17	11.76	11.22	10.55	 7.73	 0.10	-0.95	II
 8.54	     	     	 5.93	 5.14	 4.67	 4.08	 1.97	     	-0.76	II
12.86	11.81	11.35	10.76	10.44	 9.83	 9.04	 6.13	 0.41	-0.81	II
13.87	13.06	12.67	12.17	11.88	11.53	10.91	 8.05	 0.11	-1.38	II
12.73	11.61	10.91	 9.98	 9.53	 9.16	 8.66	 5.33	 0.30	-1.33	II
14.26	13.42	13.06	12.40	12.19	     	11.32	 9.20	 0.18	     	II
13.49	12.62	12.22	11.56	11.17	10.70	10.02	 7.89	 0.19	-1.05	II
13.61	12.76	12.33	11.74	11.30	10.75	 9.89	 7.23	 0.14	-0.70	II
13.08	12.30	11.94	11.16	10.64	10.21	 9.29	 7.62	 0.07	-0.71	II
14.24	13.45	12.98	12.52	12.16	11.88	11.41	     	 0.00	-1.59	II
12.51	11.67	11.24	10.50	 9.97	 9.31	 8.11	 4.60	 0.10	-0.08	II
14.53	13.65	13.32	12.94	12.76	12.34	11.73	 8.31	 0.26	-1.41	II
14.02	13.10	12.63	12.05	11.48	11.11	10.46	     	 0.21	-1.05	II
15.04	14.06	13.59	12.92	12.60	12.37	     	     	 0.30	     	II
14.25	13.33	12.68	11.30	10.71	10.39	 9.85	 6.95	 0.03	-1.22	II
     	16.03	14.98	12.96	12.49	12.12	11.25	     	 0.74	-0.90	II
12.36	11.47	11.10	10.21	 9.87	 9.47	 8.81	 6.15	 0.26	-1.22	II
11.65	10.68	10.13	 9.41	 9.04	 8.61	 7.99	 5.10	 0.22	-1.20	II
13.57	12.68	12.25	11.41	10.97	10.65	10.00	 5.85	 0.20	-1.25	II
14.89	14.09	13.60	13.07	12.93	12.69	     	     	 0.00	     	II
15.05	14.08	13.53	13.19	12.86	12.37	     	     	 0.21	     	II
15.63	14.64	14.15	13.32	12.92	12.29	     	     	 0.29	     	II
13.95	12.69	12.13	11.39	11.03	10.55	 9.67	     	 0.65	-0.85	II
13.68	12.67	12.18	11.59	11.25	11.09	10.40	     	 0.32	-1.52	II
15.66	14.70	14.30	13.41	12.99	     	     	     	 0.34	     	II
16.13	14.72	14.09	13.25	12.90	     	     	     	 0.82	     	II
14.17	13.41	12.99	12.43	12.11	11.80	10.95	 7.88	 0.00	-1.15	II
14.10	13.20	12.70	12.03	11.67	11.18	10.17	     	 0.16	-0.69	II
13.35	12.44	12.06	11.66	11.48	11.13	10.43	     	 0.26	-1.40	II
13.33	12.38	11.90	11.13	10.79	10.49	 9.83	     	 0.25	-1.36	II
14.68	13.80	13.35	12.85	12.52	12.21	     	     	 0.15	     	II
14.93	13.83	13.15	12.01	11.50	11.05	10.45	     	 0.30	-1.06	II
15.85	14.46	13.75	13.02	12.70	     	     	     	 0.72	     	II
14.14	12.90	12.36	11.60	11.04	10.29	 9.36	     	 0.64	-0.22	II
14.35	12.88	11.98	10.75	10.37	10.05	 9.37	     	 0.66	-1.28	II
16.13	     	     	11.97	11.26	10.59	 9.38	     	     	 0.11	II
15.23	14.10	13.63	12.89	12.69	12.49	     	     	 0.53	     	II
12.38	11.30	10.79	10.14	 9.75	 9.26	 8.60	     	 0.42	-1.05	II
12.56	11.62	11.12	10.24	 9.98	 9.62	 9.19	     	 0.22	-1.61	II
14.68	13.64	13.07	12.51	12.17	11.43	     	     	 0.31	     	II
15.52	14.61	14.40	13.73	13.51	     	     	     	 0.33	     	II
15.32	14.37	14.05	13.39	13.07	11.90	     	     	 0.37	     	II
12.14	11.06	10.65	10.19	 9.92	 9.53	 9.04	     	 0.51	-1.49	II
13.48	12.30	11.60	10.56	10.07	 9.49	 8.70	     	 0.42	-0.67	II
14.00	12.98	12.46	11.61	11.19	10.55	 9.96	     	 0.32	-0.89	II
15.26	13.98	13.34	12.66	12.34	11.46	     	     	 0.62	     	II
12.56	11.45	10.97	10.23	 9.91	 9.45	 8.47	     	 0.49	-0.81	II
13.76	12.80	12.31	11.87	11.62	11.25	10.37	     	 0.25	-1.10	II
15.56	14.78	14.32	13.82	13.58	     	     	     	 0.00	     	II
15.55	14.24	13.45	12.35	11.89	11.73	     	     	 0.53	     	II
12.30	10.88	 9.83	 7.96	 7.60	 7.14	 6.48	 3.63	 0.45	-1.12	II
13.95	12.83	12.18	11.64	11.28	11.07	10.35	     	 0.35	-1.40	II
13.15	11.69	10.88	10.04	 9.61	 9.22	 8.63	 4.98	 0.74	-1.22	II
14.33	13.33	12.87	12.15	11.88	11.23	10.24	     	 0.32	-0.58	II
15.36	13.77	12.74	11.16	10.75	10.24	 9.70	     	 0.74	-1.13	II
14.85	13.97	13.59	12.84	12.46	11.97	     	     	 0.24	     	II
12.37	11.56	11.05	 9.99	 9.28	 8.69	 7.71	 4.86	 0.00	-0.24	II
14.66	13.63	13.03	12.11	11.57	11.19	     	     	 0.27	     	II
14.71	13.69	13.30	12.73	12.41	     	     	     	 0.44	     	II
15.20	14.10	13.48	12.80	12.49	12.44	     	     	 0.34	     	II
11.48	10.42	 9.79	 9.06	 8.66	 8.26	 7.56	 5.04	 0.28	-1.11	II
14.22	12.97	12.34	11.54	11.15	10.81	10.14	     	 0.59	-1.25	II
13.45	12.52	11.96	11.29	10.84	10.40	 9.33	     	 0.12	-0.61	II
13.43	12.24	11.34	10.22	 9.73	 9.19	 8.35	     	 0.24	-0.68	II
15.23	14.28	13.83	13.32	12.90	12.48	     	     	 0.25	     	II
15.07	13.99	13.26	12.36	11.88	11.38	     	     	 0.21	     	II
14.83	13.68	13.07	11.77	11.24	10.83	10.18	     	 0.43	-1.02	II
14.21	13.30	12.84	12.51	12.04	12.06	     	     	 0.21	     	II
14.64	13.59	13.02	12.74	12.33	     	     	     	 0.33	     	II
14.42	12.94	12.00	10.58	10.10	 9.75	 9.11	     	 0.67	-1.17	II
13.53	12.62	12.16	11.71	11.27	10.72	10.04	     	 0.20	-0.89	II
14.12	12.82	11.95	10.97	10.53	10.06	 9.39	     	 0.43	-1.02	II
15.59	14.62	14.01	13.01	12.73	12.71	     	     	 0.14	     	II
15.93	14.61	13.69	12.48	11.86	11.48	     	     	 0.42	     	II
14.91	14.04	13.47	13.00	12.69	12.61	     	     	 0.03	     	II
15.21	13.87	12.57	10.95	10.42	 9.82	 8.86	 4.37	 0.09	-0.43	II
12.16	11.24	10.98	10.56	10.33	 9.81	 9.05	     	 0.34	-1.05	II
     	15.34	13.24	11.15	10.13	 9.70	 9.15	 1.91	 1.47	-0.64	II
13.53	12.09	11.46	10.59	10.24	 9.74	 8.86	     	 0.88	-0.83	II
14.17	13.09	12.52	11.74	11.38	10.90	10.28	 6.35	 0.36	-1.14	II
14.50	13.74	13.30	12.69	12.37	12.03	     	     	 0.00	     	II
13.49	12.47	11.92	10.77	10.08	 9.40	 8.61	     	 0.29	-0.35	II
14.01	12.97	12.41	11.81	11.61	11.16	     	     	 0.30	     	II
14.82	13.57	13.04	12.28	11.88	11.39	10.41	     	 0.68	-0.69	II
15.49	14.40	13.84	13.13	12.59	     	     	     	 0.38	     	II
14.64	13.27	12.38	11.13	10.70	10.40	 9.79	     	 0.53	-1.32	II
15.12	13.46	12.63	11.69	11.27	10.71	 9.81	     	 1.06	-0.67	II
14.51	12.78	11.77	10.64	10.19	 9.73	 9.23	     	 1.00	-1.20	II
14.86	13.95	13.54	12.95	12.63	11.32	     	     	 0.25	     	II
13.79	12.80	12.26	11.70	11.45	10.73	 9.70	     	 0.27	-0.46	II
12.93	11.77	11.11	10.52	 9.96	 9.29	 8.44	     	 0.41	-0.42	II
15.89	14.13	12.90	11.55	10.81	10.26	 9.50	 4.96	 0.84	-0.52	II
15.82	14.92	14.29	13.35	12.70	12.61	     	     	 0.02	     	II
15.18	14.34	13.85	13.58	13.30	     	     	     	 0.07	     	II
     	14.92	14.14	13.39	12.97	     	     	     	 0.22	     	II
15.63	13.97	13.06	12.01	11.42	11.50	     	     	 0.97	     	II
15.96	14.87	14.31	13.69	13.27	     	     	     	 0.39	     	II
13.56	12.57	12.05	11.08	10.70	10.25	 9.26	     	 0.27	-0.75	II
15.30	14.37	13.86	12.99	12.55	12.10	     	     	 0.19	     	II
     	14.08	11.80	10.06	 9.39	 8.69	 7.71	 4.03	 3.02	-0.14	II
14.22	13.01	12.37	11.32	10.93	10.48	 9.85	     	 0.50	-1.14	II
15.10	13.72	12.96	11.79	11.31	10.93	10.34	     	 0.66	-1.19	II
13.41	12.38	11.98	11.36	11.06	10.42	 9.46	     	 0.45	-0.61	II
15.84	14.14	13.01	11.83	11.41	11.00	10.37	     	 0.83	-1.16	II
15.98	15.13	14.41	13.13	12.72	12.09	     	     	 0.00	     	II
14.87	13.93	13.46	12.85	12.50	     	     	     	 0.23	     	II
13.25	12.05	11.26	 9.99	 9.56	 9.07	 8.31	 5.36	 0.36	-0.90	II
13.49	12.62	12.25	11.51	10.99	10.67	 9.67	     	 0.19	-0.78	II
13.89	13.01	12.38	11.97	11.78	11.59	     	     	 0.00	     	II
12.83	11.75	11.02	10.21	 9.77	 9.24	 8.55	     	 0.21	-0.92	II
13.27	12.12	11.56	10.71	10.27	 9.77	 9.04	     	 0.48	-0.91	II
     	     	     	14.11	13.35	12.82	12.07	     	     	-0.54	II
14.64	13.73	13.21	12.55	12.33	11.75	10.87	     	 0.13	-0.85	II
15.06	13.43	12.51	11.67	11.36	10.76	     	     	 0.91	     	II
15.61	14.87	14.17	13.31	12.96	     	     	     	 0.00	     	II
12.92	11.79	11.16	10.33	 9.99	 9.69	 9.05	     	 0.39	-1.39	II
16.70	14.93	13.13	11.09	10.45	 9.99	 9.44	 5.40	 0.34	-0.98	II
12.72	11.73	11.07	 9.87	 9.38	 8.96	 8.30	 5.55	 0.16	-1.04	II
13.29	12.21	11.64	10.75	10.34	 9.99	 9.20	 5.64	 0.35	-1.07	II
15.54	14.77	14.35	13.71	13.45	     	     	     	 0.00	     	II
12.69	11.69	11.10	10.16	 9.79	 9.41	 8.78	     	 0.21	-1.25	II
14.54	13.71	13.22	12.63	12.31	     	     	     	 0.05	     	II
15.96	15.09	14.58	13.99	13.58	13.04	     	     	 0.09	     	II
15.38	13.53	12.50	11.52	11.13	10.46	 9.22	     	 1.16	-0.17	II
14.02	12.87	12.06	11.49	11.04	10.63	 9.82	 6.57	 0.26	-0.93	II
14.59	13.78	13.52	12.85	12.57	     	     	     	 0.22	     	II
15.44	13.87	13.09	12.16	11.85	11.40	10.72	     	 0.96	-1.16	II
15.80	14.94	14.14	13.48	13.17	     	     	     	 0.00	     	II
16.22	14.06	13.21	12.04	11.49	11.06	     	     	 1.65	     	II
13.77	12.90	12.40	11.67	11.32	11.00	10.26	 7.57	 0.09	-1.23	II
12.75	11.82	11.17	10.32	 9.80	 9.33	 8.33	 5.43	 0.04	-0.57	II
12.45	11.50	11.08	10.70	10.44	 9.99	 9.25	     	 0.29	-1.14	II
14.45	13.51	12.94	12.19	11.95	11.67	10.94	 6.93	 0.14	-1.41	II
13.57	12.69	12.30	11.15	10.86	10.50	 9.93	 6.97	 0.21	-1.43	II
11.28	10.49	 9.73	 9.27	 8.90	 8.35	 7.13	 2.99	 0.00	-0.38	II
12.40	11.39	10.87	10.17	 9.78	 9.82	 8.85	 6.58	 0.30	-1.45	II*
15.11	14.22	13.66	12.76	12.48	12.38	12.05	 8.34	 0.07	-2.06	II*
     	     	     	15.91	15.18	     	     	 6.14	     	     	I*
     	     	     	14.91	13.41	12.92	11.40	 4.84	     	 0.98	I*
13.23	10.12	 7.56	 5.77	 4.82	 3.68	 2.89	     	 1.74	 0.53	I
16.10	     	     	11.59	10.14	 9.13	 8.02	 1.71	     	 1.20	I
     	     	     	12.08	10.75	 9.77	 8.82	 4.77	     	 0.86	I
     	     	13.88	10.38	 9.02	 8.21	 7.54	     	     	 0.34	I
     	     	14.37	11.66	10.79	 9.96	 9.05	 5.78	     	 0.16	I
     	     	     	13.85	12.42	11.31	10.62	     	     	 0.86	I
     	     	     	13.43	12.26	11.37	10.43	     	     	 0.57	I
     	     	     	11.88	 9.57	 8.22	 7.23	 2.64	     	 2.37	I
     	     	15.00	11.58	10.33	 9.54	 8.78	     	     	 0.31	I
16.48	14.28	12.72	10.82	 9.72	 8.69	 7.61	 3.07	 1.24	 0.85	I
10.07	 8.94	 7.90	 6.28	 5.56	 4.79	 3.87	 0.64	 0.00	-0.05	I
16.26	14.22	13.17	11.92	11.43	10.92	10.08	 7.13	 1.45	-0.71	II
15.86	14.00	12.85	11.68	11.08	10.75	10.24	 8.26	 1.06	-1.23	II
     	15.60	14.83	13.95	13.48	12.94	12.01	     	 0.04	-0.60	II
15.06	13.71	12.89	11.35	10.73	10.19	 9.38	     	 0.57	-0.58	II
14.61	12.67	11.62	10.43	 9.79	 9.34	 8.70	 5.86	 1.29	-0.89	II
     	15.70	14.28	13.57	13.32	13.00	12.17	     	 2.21	-1.24	II
15.85	14.26	13.59	12.43	11.89	11.30	10.39	 7.05	 1.05	-0.50	II
     	15.78	13.90	12.38	11.73	11.30	10.82	     	 2.13	-1.08	II
16.88	15.69	14.64	13.68	13.17	12.66	11.90	     	 0.10	-0.80	II
     	15.59	13.44	11.12	10.47	 9.95	 9.40	 6.91	 2.76	-0.87	II
16.32	14.21	12.92	11.55	10.83	10.32	 9.41	 5.31	 1.34	-0.43	II
     	     	     	14.55	13.19	12.31	     	 5.64	     	     	I*
     	     	     	     	13.28	     	     	 5.44	     	     	I*
     	     	     	15.83	14.56	     	     	 6.26	     	     	I*
15.97	14.32	13.50	12.60	     	11.46	     	 6.80	 1.02	     	I*
14.40	12.59	11.59	10.99	     	10.16	     	 5.44	 1.11	     	I*
     	     	15.16	10.97	 9.39	 8.52	 7.71	     	     	 0.79	I
     	14.18	12.21	10.34	 9.37	 8.43	 7.93	     	 1.32	-0.04	I
15.41	12.79	11.34	 9.47	 8.51	 7.58	 6.80	     	 2.01	 0.24	I
     	15.84	13.59	10.89	 9.87	 9.08	 8.32	 3.92	 1.82	 0.08	I
     	     	     	 9.82	 7.82	 6.03	 4.56	     	     	 3.21	I
14.59	13.18	12.44	11.60	10.81	10.04	 9.08	     	 0.72	 0.05	I
     	     	     	14.01	12.15	11.35	10.59	 4.34	     	 0.91	I
     	     	     	14.56	12.68	11.71	10.96	 6.24	     	 1.16	I
     	     	14.54	11.92	10.66	 9.73	 8.84	 4.70	     	 0.66	I
     	     	     	13.73	12.61	11.77	11.04	     	     	 0.22	I
13.70	12.75	12.36	12.53	11.99	11.92	11.37	 7.92	 0.33	-1.61	II
14.35	13.47	13.05	12.21	11.90	11.53	11.01	     	 0.20	-1.44	II
13.79	12.88	12.58	12.21	11.84	11.51	10.89	     	 0.33	-1.33	II
15.26	14.32	13.67	12.83	12.46	12.01	10.99	 7.99	 0.08	-0.73	II
14.46	13.58	13.21	12.70	12.43	12.07	11.44	     	 0.24	-1.38	II
15.30	14.14	13.51	12.84	12.46	12.16	11.38	     	 0.44	-1.19	II
12.38	11.50	10.85	 9.78	 9.47	 9.07	 8.70	     	 0.00	-1.56	II
14.41	13.42	12.75	11.38	10.84	10.32	 9.53	     	 0.13	-0.72	II
14.55	13.20	12.64	11.90	11.50	10.96	 9.98	     	 0.78	-0.61	II
13.71	12.72	12.42	11.70	11.35	11.03	10.35	     	 0.41	-1.30	II
     	14.78	12.49	10.36	 9.62	     	     	     	 2.83	     	II
15.34	14.60	14.01	12.84	12.41	     	     	     	 0.00	     	II
     	14.78	12.27	10.53	 9.65	 9.17	 8.72	     	 2.91	-0.82	II
15.58	14.22	13.35	12.57	11.93	11.33	     	     	 0.53	     	II
15.32	13.13	12.12	10.94	10.47	     	 9.61	     	 1.67	     	II
     	14.91	13.30	11.67	10.91	     	     	     	 1.10	     	II
15.43	14.31	13.74	13.04	12.77	     	     	     	 0.43	     	II
     	15.16	13.03	11.43	10.66	10.02	 9.31	     	 2.36	-0.42	II
16.46	14.43	13.31	12.06	11.51	11.12	10.55	     	 1.37	-1.13	II
     	15.56	13.34	11.70	10.92	10.27	 9.46	     	 2.53	-0.28	II
     	15.57	14.58	13.33	12.74	12.05	11.14	     	 0.19	-0.30	II
15.85	14.26	13.59	12.50	12.01	11.39	10.55	 6.94	 1.05	-0.57	II
16.39	14.35	13.38	12.59	12.02	11.50	10.72	     	 1.52	-0.70	II
     	15.50	13.78	11.59	10.68	10.03	 9.35	     	 0.92	-0.30	II
15.86	14.71	13.79	12.89	12.40	12.30	     	     	 0.16	     	II
     	     	     	14.26	12.86	12.19	11.65	     	     	 0.05	II
15.25	14.18	13.60	12.98	12.56	12.10	11.10	     	 0.34	-0.68	II
16.83	14.36	13.19	11.97	11.23	10.86	10.23	 7.17	 1.97	-0.90	II
16.16	14.55	13.70	12.90	12.56	12.24	11.18	 6.98	 0.95	-0.88	II
15.90	14.32	13.55	12.74	12.37	11.72	10.84	     	 0.98	-0.60	II
14.87	13.07	12.18	11.38	11.18	10.93	10.45	 5.62	 1.23	-1.76	II
     	15.47	14.19	12.10	11.46	10.90	10.24	     	 0.72	-0.71	II
12.24	11.64	11.32	11.13	11.05	10.63	 9.50	 4.83	 0.00	-0.94	II*
     	14.87	12.43	10.03	 8.87	 7.95	 7.12	 3.81	 1.83	 0.47	I
12.93	11.37	 9.70	 7.24	 6.24	 5.29	 4.50	 0.54	 0.11	 0.31	I
     	     	     	13.25	11.76	10.54	 9.71	 4.91	     	 1.21	I
14.53	13.25	12.67	12.06	11.54	10.88	 9.97	     	 0.67	-0.41	II
15.88	14.53	13.73	12.30	11.70	11.10	10.26	     	 0.57	-0.50	II
13.21	12.04	11.51	10.34	 9.91	 9.29	 8.40	     	 0.55	-0.58	II
15.46	14.22	13.58	12.46	12.08	11.77	     	     	 0.56	     	II
15.16	13.20	11.85	 9.54	 9.04	 8.61	 7.89	 5.38	 1.06	-0.96	II
15.27	14.19	13.59	12.86	12.46	12.01	11.33	     	 0.35	-1.08	II
14.35	13.05	12.29	11.30	10.99	10.56	10.01	     	 0.53	-1.33	II
13.82	12.62	12.05	11.33	11.03	10.65	 9.88	     	 0.56	-1.17	II
14.98	13.94	13.55	12.87	12.60	12.24	11.68	     	 0.47	-1.46	II
15.20	14.11	13.29	12.02	11.70	     	10.53	     	 0.15	     	II
     	14.56	11.92	 9.55	 8.69	 8.03	 7.28	 3.71	 3.29	-0.26	II
11.81	10.40	 9.45	 8.24	 7.81	 7.33	 6.75	 4.63	 0.55	-1.12	II
16.08	14.68	13.98	13.19	12.78	12.37	     	     	 0.74	     	II
15.64	13.82	12.99	11.91	11.54	10.97	10.38	     	 1.28	-1.04	II
     	     	13.85	11.39	10.42	 9.65	 8.97	 6.11	     	-0.08	II
16.34	     	     	13.33	13.05	12.59	11.69	     	     	-0.93	II
     	     	     	11.44	10.75	 9.87	 9.12	     	     	-0.12	II
     	     	     	12.92	11.98	11.77	11.16	     	     	-0.95	II
13.73	10.53	 8.25	 6.14	 5.41	 4.75	 3.89	 0.42	 2.15	-0.26	II
14.42	13.26	12.76	11.84	11.37	10.88	10.25	 8.19	 0.55	-1.01	II
14.98	13.41	12.56	11.67	11.28	10.77	 9.97	     	 0.88	-0.87	II
17.02	14.40	13.00	11.94	11.44	11.13	10.05	     	 2.03	-0.72	II
14.65	13.17	12.43	11.54	     	11.03	     	 6.22	 0.83	     	I*
     	14.60	12.95	11.57	     	 9.83	     	 4.58	     	     	I*
13.23	11.81	10.91	10.00	     	 9.30	     	 4.71	 0.59	     	I*
14.28	12.76	11.85	11.08	     	10.28	     	 5.50	 0.73	     	I*
     	     	     	11.46	     	 7.14	     	 1.95	     	     	I*
     	     	     	     	     	10.34	 8.58	 3.02	     	     	I*
     	     	     	     	13.89	     	     	 6.65	     	     	I*
     	     	14.49	13.09	12.28	11.54	10.65	 5.74	     	-0.04	I
     	15.74	14.16	11.99	11.09	10.31	 9.20	 5.28	 0.60	 0.34	I
     	15.46	14.25	12.59	11.88	11.13	 9.84	 5.98	 0.34	 0.31	I
     	     	14.82	12.47	11.56	10.80	 9.81	 6.16	     	 0.19	I
     	     	14.88	12.61	11.58	10.72	 9.94	     	     	 0.21	I
     	     	     	11.65	10.17	 9.16	 8.40	     	     	 0.84	I
     	     	     	13.66	12.56	11.61	10.72	     	     	 0.52	I
     	     	     	12.95	11.22	10.00	 9.30	     	     	 1.31	I
     	     	     	 9.18	 7.67	 6.41	 5.34	 1.47	     	 1.55	I
15.94	12.36	 9.65	 7.83	 6.38	 5.15	 4.19	 0.87	 2.37	 1.33	I
15.59	14.85	14.18	13.40	13.05	12.63	11.71	 8.31	 0.00	-0.90	II
14.00	12.71	12.05	11.30	10.98	10.73	10.31	 7.94	 0.61	-1.71	II
15.35	14.32	13.98	13.17	12.75	12.41	11.72	 8.32	 0.45	-1.19	II
14.75	13.33	12.44	11.18	10.70	10.41	 9.81	 6.60	 0.61	-1.30	II
15.32	13.80	13.12	12.16	11.61	10.98	 9.72	 5.52	 0.96	-0.05	II
     	14.88	13.93	12.95	12.61	12.11	11.01	 7.05	 0.91	-0.60	II
15.66	14.56	13.96	13.01	12.82	12.42	     	     	 0.36	     	II
15.63	14.60	13.99	13.31	12.96	12.40	11.59	     	 0.24	-0.82	II
14.76	13.20	12.45	11.44	11.08	10.67	10.33	     	 0.96	-1.55	II
15.27	13.52	12.54	11.53	11.25	10.96	10.49	     	 1.05	-1.64	II
14.39	13.02	12.44	11.64	11.30	10.96	10.12	 6.92	 0.82	-1.11	II
15.58	13.82	12.69	11.51	10.88	10.28	 9.38	 6.23	 0.93	-0.40	II
14.03	12.89	12.40	11.77	11.47	11.06	10.15	 6.84	 0.51	-0.97	II
15.07	13.74	13.21	12.46	12.10	11.82	     	     	 0.78	     	II
13.36	11.92	11.09	 9.92	 9.48	 9.03	 8.44	 5.32	 0.68	-1.13	II
14.98	13.39	12.62	11.69	11.37	11.04	10.50	     	 0.98	-1.47	II
     	     	14.46	12.05	11.46	11.02	10.64	     	     	-1.23	II
15.58	13.95	13.12	12.51	12.34	11.84	10.86	     	 1.00	-0.90	II
15.20	13.54	12.20	10.86	10.06	 9.52	 8.78	 3.92	 0.58	-0.49	II
14.84	12.93	11.83	10.49	 9.96	 9.48	 8.65	 5.90	 1.19	-0.74	II
16.60	14.31	12.93	11.77	11.15	10.61	 9.86	     	 1.54	-0.66	II
17.00	15.26	13.83	12.62	12.17	11.78	11.28	     	 0.62	-1.31	II
16.88	14.92	13.96	13.05	12.73	12.33	11.36	     	 1.41	-0.89	II
14.81	13.29	12.67	11.83	11.42	11.01	10.07	 6.06	 0.97	-0.83	II
16.33	13.38	11.70	10.19	 9.65	 9.17	 8.24	 4.53	 2.31	-0.62	II
13.08	11.95	11.43	10.90	10.55	10.20	 9.39	     	 0.49	-1.12	II
16.37	13.64	12.02	10.66	10.17	 9.84	 9.29	 5.14	 2.01	-1.29	II
14.87	12.46	11.23	10.44	10.27	 9.98	 9.57	     	 1.87	-1.81	II
     	     	     	14.56	14.01	13.35	12.60	 8.36	     	-0.55	II
16.61	14.59	13.59	12.50	12.12	11.56	10.88	     	 1.46	-0.94	II
     	15.92	14.82	13.89	13.64	13.22	12.58	     	 1.53	-1.30	II
16.14	14.98	14.35	13.72	13.37	13.10	     	     	 0.45	     	II
16.11	13.70	12.17	10.69	10.02	 9.50	 8.84	     	 1.59	-0.73	II
12.31	11.13	10.39	 9.39	 9.02	 8.71	 8.02	 5.42	 0.38	-1.29	II
14.55	12.70	11.65	10.40	 9.96	 9.50	 8.46	 5.57	 1.13	-0.63	II
15.75	14.26	13.51	12.72	12.45	12.28	11.58	     	 0.84	-1.56	II
